ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Product Type,Max Nameplate Output Current (A),Input Voltage (V),Maximum Output Power (kW),Number of Outputs,Maximum Output Cord Length (ft.),Output Cord Gauge (AWG),"Screen Area, if EVSE has high res display (in2)",Maximum (100%) Measured Luminance of the High Res Display (candelas per m2),Automatic Brightness Control (ABC) Capable?,Connected Capable,DR Protocol,Connects Using,Protocols Used to Support Smart Charging,Network Security Standards,Is Broadband Internet Connection Needed for Demand Response?,Auxiliary Product Features,Product Features,Network Capability,Network Connection Types Available,No Vehicle Mode Input Power (watts),No Vehicle Mode Total Allowance (watts),No Vehicle Mode Power Factor,Partial On Mode Input Power (watts),Partial On Mode Total Allowance (watts),Partial On Mode Power Factor,Idle Mode Input Power (watts),Idle Mode Total Allowance (watts),Idle Mode Power Factor,Full Current Operation Mode Test: Total Loss (watts),30 A Operation Mode Test: Total Loss (watts),15 A Operation Mode Test: Total Loss (watts),4 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: No Vehicle Mode Input Power (watts),Dual Input No Vehicle Mode Total Allowance (watts),Dual Input Level 2: No Vehicle Mode Power Factor,Dual Input Level 2: Partial On Mode Input Power (watts),Dual Input Partial On Mode Total Allowance (watts),Dual Input Level 2:  Partial On Mode Power Factor,Dual Input Level 2:  Idle Mode Input Power (watts),Dual Input Idle Mode Total Allowance (watts),Dual Input Level 2:  Idle Mode Power Factor,Dual Input Level 2: Full Current Operation Mode Test: Total Loss (watts),Dual Input Level 2: 30 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 15 A Operation Mode Test: Total Loss (watts),Dual Input Level 2: 4 A Operation Mode Test: Total Loss (watts),Date Available on Market,Date Certified,Markets,CB Model Identifier
2400381,Xinyi Electronic Storage (Shenzhen) Co. Ltd,Pion Power,EFAC40NA11,EFAC40NA11,",EFAC40NA12,",,Level 2,40,240,9.6,1,20,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.04,3.6,0.36,2.24,3.6,0.36,3.53,0.42,19.6,79,60,30,17,,,,,,,,,,,,,,08/08/2022,08/08/2022,"United States, Canada",ES_1147746_EFAC40NA11_08082022103455_9839012
2405629,Xinyi Electronic Storage (Shenzhen) Co. Ltd,Pion Power,EFAC40FA11,EFAC40FA11,",EFAC40FA12,",,Level 2,40,240,9.6,1,22,8,0.67,25,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.34,3.72,0.35,2.44,3.72,0.35,4.03,19.72,0.41,57,34,11,4,,,,,,,,,,,,,,12/14/2022,12/14/2022,"United States, Canada",ES_1147746_EFAC40FA11_12092022084457_3732416
2405630,Xinyi Electronic Storage (Shenzhen) Co. Ltd,XES,EFAC40FA11,EFAC40FA11,",EFAC40FA12,",,Level 2,40,240,9.6,1,22,8,0.67,25,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.34,3.72,0.35,2.44,3.72,0.35,4.03,19.72,0.41,57,34,11,4,,,,,,,,,,,,,,12/14/2022,12/14/2022,"United States, Canada",ES_1147746_EFAC40FA11_12092022084457_7829454
2405631,Xinyi Electronic Storage (Shenzhen) Co. Ltd,woshion,EFAC40FA11,EFAC40FA11,",EFAC40FA12,",,Level 2,40,240,9.6,1,22,8,0.67,25,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.34,3.72,0.35,2.44,3.72,0.35,4.03,19.72,0.41,57,34,11,4,,,,,,,,,,,,,,12/14/2022,12/14/2022,"United States, Canada",ES_1147746_EFAC40FA11_12092022084457_1294823
2670703,ZEF Energy Inc.,ZEF Energy Inc.,ZEFNET-40-U,ZEFNET-40-U,",ZEFNET-40-C,208 / 240 Volts 32A; ,ZEFNET-40-U,208 / 240 Volts 32A; ,ZEFNET-40-U-E,208 / 240 Volts 32A; ,ZEFNET-50-U,208 / 240 Volts 40A; ,ZEFNET-50-U-E,208 / 240 Volts 40A; ,ZEFNET-60-C,208 / 240 Volts 48A; ,ZEFNET-60-U,208 / 240 Volts 48A; ,ZEFNET-60-U-E,208 / 240 Volts 48A; ,ZEFNET-80-C,208 / 240 Volts 64A; ,ZEFNET-80-U,208 / 240 Volts 64A; ,ZEFNET-80-U-E,208 / 240 Volts 64A",,Level 2,64,240,15.36,1,25,7,,,No,Yes,"OpenADR,Open Charge Point Protocol (OCPP)",,SAE J1772,"OpenADR, Payment Card Industry Self-Assessment",No,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.54,3.6,0.48,3.46,3.6,0.49,7.69,29.2,0.52,5.58,6.53,6.91,7.08,,,,,,,,,,,,,,10/04/2023,10/04/2023,"United States, Canada",ES_1145487_ZEFNET-40-U_07252023105150_3118097
3360616,Zemetric Inc.,Zemetric Inc,Shasta-160,Shasta-160,,,Level 2,160,240,38.4,2,25,6,,,No,,,,SAE J1772,,,,,No,None,6.65,7.5,0.12,6.83,7.5,0.13,12.61,34.6,0.61,10.42,12,12.59,12.71,,,,,,,,,,,,,,01/08/2024,01/08/2024,"United States, Canada",ES_1148992_Shasta-160_01082024092112_1396905
2440463,Zerova Technologies Taiwan Limited,Zerova,ELECTRIC VEHICLE SUPPLY EQUIPMENT,AXLU111001D,",AXLU111001W,",,Level 2,48,240,11.52,1,18,7,10.77,295.2,No,No,,,,,No,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.27,4.81,0.33,4.27,4.81,0.33,6.53,24.89,0.36,10,4,2,1,,,,,,,,,,,,,,03/17/2023,03/17/2023,"United States, Canada",ES_1148023_AXLU111001D_03202023155205_1010101
2454358,Zerova Technologies Taiwan Limited,Zerova,AXLU191001D,AXLU191001D,",AXLU191001W,",,Level 2,80,240,19.2,1,25,6,10.8,274,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,4.36,4.8,0.17,4.46,4.8,0.18,7.01,36.8,0.25,189,36,17,11,,,,,,,,,,,,,,04/18/2023,04/18/2023,"United States, Canada",ES_1148023_AXLU191001D_04152023164910_4283868
2740371,Zerova Technologies Taiwan Limited,Zerova,Electric Vehicle Supply Equipment,AXLU111001-40 AXLU111001-32,"Electric Vehicle Supply Equipment,""AXLU111001-40 AXLU111001-32 "",different rating for output, AXLU111001D output rating is 48A; AXLU111001-40 output rating is 40A; AXLU111001-32 output rating is 32A",,Level 2,48,240,11.52,1,18,7,10.77,295.2,No,No,,,,,No,High Resolution Display,,Yes,Wi-Fi or Gigabit Ethernet,4.27,4.81,0.33,4.27,4.81,0.33,6.53,24,0.36,10,6,3,1,,,,,,,,,,,,,,11/07/2023,11/07/2023,"United States, Canada",ES_1148023_AXLU111001-40 AXLU111001-32_11202023101011_1010101
3462868,ZHONGSHAN AUXUS ELECTRONIC TECHNOLOGY CO.，LTD,Auxus,UCS-DP-48,UCS-DP-48,,,Level 2,48,240,11.52,1,15,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,2.07,6.5,0.12,2.11,6.5,0.14,6.52,25.7,0.31,92,42,15,9,,,,,,,,,,,,,,04/24/2024,04/24/2024,"United States, Canada",ES_1150349_UCS-DP-48_04112024124852_2964441
3417502,"Zhuhai Tessan Power Technology Co.,Ltd.",TESSAN,CH-EV001M,CH-EV001M,",CH-EV101M,",,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,,,No,None,3.61,4,0.12,3.28,4,0.11,3.44,20,0.12,119,64,24,5,,,,,,,,,,,,,,02/22/2024,02/22/2024,"United States, Canada",ES_1150016_CH-EV001M_01302024094236_9787103
3436216,"Zhuhai Tessan Power Technology Co.,Ltd.",TESSAN,CH-EV001W,CH-EV001W,",CH-EV101W,",,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",3.91,6.5,0.24,4.21,6.5,0.25,4.81,22.5,0.27,118,70,18,31,,,,,,,,,,,,,,04/12/2024,04/12/2024,"United States, Canada",ES_1150016_CH-EV001W_02272024190125_8747217
2382717,PowerCharge,PowerCharge,E20-SWP-GW-ATT-ES,E20-SWP-GW-ATT-ES,",E20-SWP-GW-VER-ES,; ,E20-SWP-NGW,",,Level 2,32,240,7.68,1,25,10,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.48,3.6,0.25,3.53,3.6,0.25,6.03,16.4,0.3,82.49,73.92,22.25,6.95,,,,,,,,,,,,,,10/24/2023,10/24/2023,"United States, Canada",ES_1145406_Models E20-SWP-GW-ATT-ES_072620211852608_1713968
2684131,PowerCharge,PowerCharge,E35-SWE-ES,E35-SWE-ES,,,Level 2,40,240,9.6,1,25,10,,,No,,,,,,,,,No,None,1.68,2.6,0.18,1.8,2.6,0.19,4.57,18.6,0.32,-123.77,75.92,21.52,5.5,,,,,,,,,,,,,,10/24/2023,10/24/2023,"United States, Canada",ES_1145406_E35-SWE-ES_101220232131745_6484304
2684139,PowerCharge,PowerCharge,E35-SWP-GW-ATT-ES,E35-SWP-GW-ATT-ES,",E35-SWP-GW-VER-ES,; ,E35-SWP-NGW-ES,",,Level 2,40,240,9.6,1,25,10,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.43,3.6,0.26,3.55,3.6,0.27,6.1,19.6,0.34,-133.45,-79.85,-22.59,-1.23,,,,,,,,,,,,,,10/26/2023,10/26/2023,"United States, Canada",ES_1145406_E35-SWP-GW-ATT-ES_101220232023293_3062972
2684140,PowerCharge,PowerCharge,IC80A,IC80A,,,Level 2,80,240,19.2,1,24,6,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.53,3.6,0.26,3.52,3.6,0.27,7.98,35.6,0.36,200.11,33.07,13.1,7.12,,,,,,,,,,,,,,10/26/2023,10/26/2023,"United States, Canada",ES_1145406_IC80A_10122023215752_5707844
2500003,"Powercore Technology Co., Ltd.",CHARGECORE,AC006T19,AC006T19,,,Level 1,40,240,9.6,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.76,3.6,0.32,2.83,3.6,0.32,5.55,19.6,0.36,113.33,59.97,26.21,9.65,,,,,,,,,,,,,,05/18/2023,05/18/2023,"United States, Canada",ES_1149051_AC006T19_05222023172331_3629876
2507652,"Powercore Technology Co., Ltd.",CHARGECORE,AC006T111,AC006T111,,,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.76,3.6,0.32,2.83,3.6,0.32,5.55,22.8,0.36,122.19,58.99,26.21,9.63,,,,,,,,,,,,,,05/18/2023,05/18/2023,"United States, Canada",ES_1149051_AC006T111_05222023165025_9084588
2697697,Qingdao Xingbang,sunpoint,UEVC1L-4810-RLW,UEVC1L-4810-RLW,",UEVC1L-3210-RLW.,; ,UEVC1L-4010-RLW,",,Level 2,48,240,11.52,1,15,8,,,No,,,,,,,Radio Frequency Identification (RFID),,Yes,Wi-Fi or Gigabit Ethernet,4.55,6.5,0.32,4.03,6.5,0.3,5.96,25.7,0.34,63.1,41.3,14,4.8,,,,,,,,,,,,,,10/31/2023,10/31/2023,"United States, Canada",ES_1107853_UEVC1L-4810-RLW_07272023134307_2114984
2732222,"RAB Lighting, Inc.",RAB,EVC80,EVC80,,,Level 2,80,240,19.2,1,25,6,10.8,274,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,4.36,4.8,0.17,4.46,4.8,0.18,7.01,36.8,0.25,189,36,17,11,,,,,,,,,,,,,,11/03/2023,11/03/2023,"United States, Canada",ES_1100782_EVC80_11012023143429_4423181
2732754,"RAB Lighting, Inc.",RAB,Electric Vehicle Supply Equipment,EVC48,,,Level 2,48,240,11.52,1,18,7,10.76,295.2,No,,,,,,,High Resolution Display,,Yes,Wi-Fi or Gigabit Ethernet,4.27,4.8,0.33,4.27,4.8,0.33,6.53,24,0.36,10,6,3,0,,,,,,,,,,,,,,11/02/2023,11/02/2023,"United States, Canada",ES_1100782_EVC48_11142023182922_1010101
3417943,"RAB Lighting, Inc.",RAB,EVC32,EVC32,,,Level 1/Level 2 Dual Input,16,120,1.92,1,16,10,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.54,6,0.35,4.63,6,0.37,10.26,12.4,0.5,39,,20,9,4.66,6,0.2,4.92,6,0.22,10.33,18.8,0.35,-63,-57,-21,8,03/13/2024,03/13/2024,"United States, Canada",ES_1100782_EVC32_03112024153941_6996424
3417980,"RAB Lighting, Inc.",RAB,EVC40,EVC40,,,Level 1/Level 2 Dual Input,16,120,1.92,1,15,9,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.2,6,0.37,4.62,6,0.37,10.37,12.4,0.49,22,,15,8,4.64,6,0.2,4.92,6,0.21,10.2,22,0.35,-70,-41,-18,8,03/15/2024,03/15/2024,"United States, Canada",ES_1100782_EVC40_03112024171958_4961817
3531023,"RAB Lighting, Inc.",RAB,EVC32/LCB,EVC32/LCB,,,Level 2,32,240,7.68,1,16,10,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.66,6,0.2,4.92,6,0.22,10.33,18.8,0.35,63,57,21,8,,,,,,,,,,,,,,05/23/2024,05/23/2024,"United States, Canada",ES_1100782_EVC32/LCB_05232024095431_6389581
3531024,"RAB Lighting, Inc.",RAB,EVC40/LCB,EVC40/LCB,,,Level 2,40,240,9.6,1,15,9,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.64,6,0.2,4.92,6,0.21,10.2,22,0.35,70,41,18,8,,,,,,,,,,,,,,05/23/2024,05/23/2024,"United States, Canada",ES_1100782_EVC40/LCB_05232024111126_6982690
3531025,"RAB Lighting, Inc.",RAB,EVC32,EVC32,,,Level 2,32,240,7.68,1,16,10,,,No,,,,,,,,,No,None,2.45,5,0.12,2.53,5,0.13,7.95,17.8,0.32,73,82,15,11,,,,,,,,,,,,,,05/23/2024,05/23/2024,"United States, Canada",ES_1100782_EVC32_05232024114104_94568
3531026,"RAB Lighting, Inc.",RAB,EVC40,EVC40,,,Level 2,40,240,9.6,1,15,9,,,No,,,,,,,,,No,None,2.46,5,0.12,2.51,5,0.12,7.94,21,0.31,69,35,18,9,,,,,,,,,,,,,,05/23/2024,05/23/2024,"United States, Canada",ES_1100782_EVC40_05232024112656_1102716
2394248,"Rivian Automotive, LLC",Rivian Automotive LLC,PT00057322,PT00057322,,,Level 2,48,240,11.52,1,16,8,12,33.6,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,4.5,4.8,0.25,4.6,4.8,0.25,11,24,0.4,126.1,54.9,22,10.33,,,,,,,,,,,,,,03/30/2022,03/30/2022,"United States, Canada",PT00057322
2401687,"Rivian Automotive, LLC",Rivian Automotive LLC,PT00261633,PT00261633,",PT00057325,; ,PT00340197,; ,PT00401761,",,Level 2,48,240,11.52,1,29,8,,,No,No,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.29,3.6,0.19,3.56,3.6,0.21,7.66,22.8,0.34,149.81,61.99,21.07,6.68,,,,,,,,,,,,,,09/19/2022,09/19/2022,"United States, Canada",ES_93722_PT00261633_09142022222762_3396984
2649796,Sarin Energy Inc,Sarin Energy Solutions,SES-EVC-AC40A01HW-U-**S**4G*,SES-EVC-AC40A01HW-U-**S**4G*,",SES-EVC-AC40A01HW-U-**S**#,; ,SES-EVC-AC40A01HW-U-**S***,; ,SES-EVC-AC40A01HW-U-**S**,; ,SES-EVC-AC40A01HW-U-**S**4G#,; ,SES-EVC-AC40A01HW-U-**S**4G,",,Level 1/Level 2 Dual Input,16,120,1.92,1,15,9,8.15,246.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.17,8.41,0.4,6.33,8.41,0.41,12.01,14.81,0.52,27,,20,8,6.26,8.41,0.23,6.34,8.41,0.24,11.99,24.41,0.36,-77,-55,-22,10,08/31/2023,08/31/2023,"United States, Canada",ES_1132015_SES-EVC-AC40A01HW-U-**S**4G*_08292023143812_5149958
2649798,Sarin Energy Inc,Sarin Energy Solutions,SES-EVC-AC48A01HW-U-**S**4G*,SES-EVC-AC48A01HW-U-**S**4G*,",SES-EVC-AC48A01HW-U-**S**#,; ,SES-EVC-AC48A01HW-U-**S***,; ,SES-EVC-AC48A01HW-U-**S**,; ,SES-EVC-AC48A01HW-U-**S**4G#,; ,SES-EVC-AC48A01HW-U-**S**4G,",,Level 1/Level 2 Dual Input,16,120,1.92,1,16,8,8.15,244.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.33,8.41,0.4,6.95,8.41,0.41,12.47,14.81,0.52,27,,12,5,7.04,8.41,0.25,7.14,8.41,0.26,11.83,27.61,0.37,-93,-45,-18,17,08/31/2023,08/31/2023,"United States, Canada",ES_1132015_SES-EVC-AC48A01HW-U-**S**4G*_08242023175017_8933374
2732582,Sarin Energy Inc,Sarin Energy Solutions,"SES-EVC-AC48A01HW-U-**S**4G*, SES-EVC-AC48A01HW-U-**S***, SES-EVC-AC48A01HW-U-**S**4G#, SES-EVC-AC48A01HW-U-**S**#, SES-EVC-AC48A01HW-U-**S**4G, SES-EVC-AC48A01HW-U-**S**","SES-EVC-AC48A01HW-U-**S**4G*, SES-EVC-AC48A01HW-U-**S***, SES-EVC-AC48A01HW-U-**S**4G#, SES-EVC-AC48A01HW-U-**S**#, SES-EVC-AC48A01HW-U-**S**4G, SES-EVC-AC48A01HW-U-**S**",,,Level 1/Level 2 Dual Input,16,120,1.92,1,16,8,8.15,244.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.33,8.41,0.4,6.95,8.41,0.41,12.47,14.81,0.52,27,,12,5,7.04,8.41,0.25,7.14,8.41,0.26,11.83,27.61,0.37,-93,-45,-18,17,11/09/2023,11/09/2023,"United States, Canada","ES_1132015_SES-EVC-AC48A01HW-U-**S**4G*, SES-EVC-AC48A01HW-U-**S***, SES-EVC-AC48A01HW-U-**S**4G#, SES-EVC-AC48A01HW-U-**S**#, SES-EVC-AC48A01HW-U-**S**4G, SES-EVC-AC48A01HW-U-**S**_11092023103242_6980249"
2400652,Schumacher Electric Corporation,Schumacher,SEV1600P1450,SEV1600P1450,",EV-2,",026666836005,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.07,3.6,0.23,2.42,3.6,0.24,2.51,20.6,0.24,80,2038,12,5,,,,,,,,,,,,,,08/25/2022,08/25/2022,"United States, Canada",ES_1147501_SEV1600P1450_08222022105859_7913171
2400653,Schumacher Electric Corporation,Schumacher,SEV1600P650,SEV1600P650,,026666826006,Level 2,40,240,9.6,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.07,3.6,0.23,2.42,3.6,0.24,2.51,20.6,0.24,80,2038,12,5,,,,,,,,,,,,,,08/25/2022,08/25/2022,"United States, Canada",ES_1147501_SEV1600P650_08232022180234_2727319
2400688,Schumacher Electric Corporation,Schumacher,SEV1600HW,SEV1600HW,",EV-1,; ,SAV1656HW,",026666816007,Level 2,50,240,12,1,25,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.14,3.6,0.21,2.41,3.6,0.24,2.52,20.6,0.23,125,44,15,13,,,,,,,,,,,,,,08/26/2022,08/26/2022,"United States, Canada",ES_1147501_SEV1600HW_08232022175905_3185541
2333783,"SemaConnect, Inc.",SemaConnect,SemaConnect,Model 620,"SemaConnect,520,",,Level 2,30,240,7.2,1,18,10,,,No,,,,,,,,,Yes,Cellular,3.9,4.6,0.22,3.9,4.6,0.23,9.2,16.6,0.63,57.2,57.2,31.6,10.6,,,,,,,,,,,,,,01/22/2019,01/22/2019,"United States, Canada",ES_1137922_Model 620_01222019101510_1010101
2374661,"SemaConnect, Inc.",SemaConnect,SemaConnect,630,,,Level 2,30,240,7.2,1,18,10,,,No,,,,,,,,,Yes,Cellular,4.11,4.6,0.27,4.2,4.6,0.27,9.2,16.6,0.66,83.74,83.74,28.38,10.73,,,,,,,,,,,,,,03/03/2021,03/03/2021,"United States, Canada",ES_1137922_630_03032021100510_1010101
2374662,"SemaConnect, Inc.",SemaConnect,SemaConnect,730,,,Level 2,30,240,7.2,2,18,10,,,No,,,,,,,,,Yes,Cellular,3.1,3.6,0.28,3.4,3.6,0.33,6.75,15.6,0.55,94.85,94.85,36.88,11.61,,,,,,,,,,,,,,03/03/2021,03/03/2021,"United States, Canada",ES_1137922_730_03032021100610_1010101
2379526,"SemaConnect, Inc.",SemaConnect,SemaConnect,530,,649270693385;860007031519,Level 2,30,240,7.2,1,18,10,,,No,,OpenADR,Cellular,SAE J1772,,No,,,Yes,Cellular,3.27,4.6,0.36,3.34,4.6,0.34,8.94,16.6,0.67,71.32,71.32,25.3,9.45,,,,,,,,,,,,,,06/11/2021,06/11/2021,"United States, Canada",ES_1137922_530_06112021160603_1010101
2384020,"SemaConnect, Inc.",SemaConnect,SemaConnect,780,,860007031502,Level 2,80,240,19.2,2,18,6,,,No,,OpenADR,Cellular,SAE J1772,,No,,,Yes,Cellular,3.46,3.6,0.29,3.52,3.6,0.29,6.5,35.6,0.4,221.38,45.68,18.55,9.27,,,,,,,,,,,,,,08/30/2021,08/30/2021,"United States, Canada",ES_1137922_780_09012021113203_1010101
2393692,"SemaConnect, Inc.",SemaConnect,SemaConnect,450,,860007031564,Level 2,50,240,12,1,25,6,,,No,,OpenADR,Cellular,SAE J1772,,No,,,Yes,Wi-Fi or Gigabit Ethernet,2.63,3.6,0.31,2.69,3.6,0.31,6.41,23.6,0.32,147.35,59.05,19.26,7.63,,,,,,,,,,,,,,02/01/2022,02/01/2022,"United States, Canada",ES_1137922_450_03092022180530_1010101
2404172,"SemaConnect, Inc.",SemaConnect,SemaConnect,880,,,Level 2,80,240,19.2,2,18,6,,,No,,OpenADR,Cellular,SAE J1772,,No,,,Yes,Cellular,2.71,3.6,0.42,2.78,3.6,0.42,6.78,35.6,0.67,137.06,66.92,27.4,6.02,,,,,,,,,,,,,,11/03/2022,11/03/2022,"United States, Canada",ES_1137922_880_110420221215_1010101
2683948,"Shanghai Mida EV Power Co., Ltd","MIDA,",MD-EVH-32AB,MD-EVH-32AB,",MD-EVC-32ABR,; ,MD-EVC-32ABR-4G,; ,MD-EVC-40ABR,; ,MD-EVC-40ABR-4G,; ,MD-EVC-48ABR-4G,; ,MD-EVC-48ABR.,; ,MD-EVH-32ABR,; ,MD-EVH-40AB,; ,MD-EVH-40ABR,; ,MD-EVH-48AB,; ,MD-EVH-48ABR,",,Level 2,48,240,11.52,1,18,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,3.56,3.6,0.07,3.5,3.6,0.76,13.65,22.8,0.38,157.7,24.2,20.1,4,,,,,,,,,,,,,,02/22/2023,02/22/2023,"United States, Canada",ES_1149665_MD-EVH-32AB_10072023090647_4137079
2405200,"Shenzhen EN Plus Tech Co., Ltd.",EN+,AC010K-AU-35,AC010K-AU-35,",AC010K-GU-35,",,Level 2,40,240,9.6,1,23,8,,,No,,,,,,,,,No,None,1.51,2.6,0.14,1.54,2.6,0.15,2.56,18.6,0.18,72,42,8,2,,,,,,,,,,,,,,12/01/2022,12/01/2022,"United States, Canada",ES_1148346_AC010K-AU-35_11302022141253_1120416
2589803,"Shenzhen EN Plus Tech Co., Ltd.",EN+,AC012K-HU-35,AC012K-HU-35,,,Level 2,50,240,12,1,23,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,2.67,3.6,0.18,2.85,3.6,0.18,3.95,23.6,0.24,144,56,14,6,,,,,,,,,,,,,,07/07/2023,07/07/2023,"United States, Canada",ES_1148346_AC012K-HU-35_07042023140334_423852
3462871,Shenzhen Guanke Technologies Co. Ltd.,GK,E18-48A-01,E18-48A-01,,,Level 2,48,240,11.52,1,16,8,,,No,,,,,,,,,Yes,Wi-Fi or Gigabit Ethernet,1.11,5,0.07,1.15,5,0.07,2.28,24.2,0.13,106,45,13,1,,,,,,,,,,,,,,04/24/2024,04/24/2024,"United States, Canada",ES_1144141_E18-48A-01_04202024102915_1931726
2649795,SHENZHEN HB ELECTRONIC CO LTD,HBE,HBE-AC40A01HW-U-**S**4G*,HBE-AC40A01HW-U-**S**4G*,",HBE-AC40A01HW-U-**S**#,; ,HBE-AC40A01HW-U-**S***,; ,HBE-AC40A01HW-U-**S**,; ,HBE-AC40A01HW-U-**S**4G#,; ,HBE-AC40A01HW-U-**S**4G,",,Level 1/Level 2 Dual Input,16,120,1.92,1,15,9,8.15,246.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.17,8.41,0.4,6.33,8.41,0.41,12.01,14.81,0.52,27,,20,8,6.26,8.41,0.23,6.34,8.41,0.24,11.99,24.41,0.36,-77,-55,-22,10,08/31/2023,08/31/2023,"United States, Canada",ES_1148102_HBE-AC40A01HW-U-**S**4G*_08292023143812_4777032
2649797,SHENZHEN HB ELECTRONIC CO LTD,HBE,HBE-AC48A01HW-U-**S**4G*,HBE-AC48A01HW-U-**S**4G*,",HBE-AC48A01HW-U-**S**#,; ,HBE-AC48A01HW-U-**S***,; ,HBE-AC48A01HW-U-**S**,; ,HBE-AC48A01HW-U-**S**4G#,; ,HBE-AC48A01HW-U-**S**4G,",,Level 1/Level 2 Dual Input,16,120,1.92,1,16,8,8.15,244.7,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",6.33,8.41,0.4,6.95,8.41,0.41,12.47,14.81,0.52,27,,12,5,7.04,8.41,0.25,7.14,8.41,0.26,11.83,27.61,0.37,-93,-45,-18,17,08/31/2023,08/31/2023,"United States, Canada",ES_1148102_HBE-AC48A01HW-U-**S**4G*_08192023093701_1520959
2649804,SHENZHEN HB ELECTRONIC CO LTD,HBE,HBE-AC40A01HW-U-**S*N*,HBE-AC40A01HW-U-**S*N*,",HBE-AC40A01HW-U-**S*N#,",,Level 1/Level 2 Dual Input,16,120,1.92,1,15,9,8.15,246.7,No,,,,,,,,,No,None,3.73,7.41,0.31,3.79,7.41,0.32,9.58,13.81,0.48,21,,20,7,3.81,7.41,0.17,3.85,7.41,0.18,9.64,23.41,0.34,-79,-46,-19,9,08/31/2023,08/31/2023,"United States, Canada",ES_1148102_HBE-AC40A01HW-U-**S*N*_08302023144010_5540735
2649805,SHENZHEN HB ELECTRONIC CO LTD,HBE,HBE-AC48A01HW-U-**S*N*,HBE-AC48A01HW-U-**S*N*,",HBE-AC48A01HW-U-**S*N#,",,Level 1/Level 2 Dual Input,16,120,1.92,1,16,8,8.15,244.7,No,,,,,,,,,No,None,3.72,7.41,0.29,3.81,7.41,0.3,9.12,13.81,0.48,21,,14,12,3.79,7.41,0.16,3.82,7.41,0.16,9.26,26.61,0.34,-94,-46,-19,9,08/31/2023,08/31/2023,"United States, Canada",ES_1148102_HBE-AC48A01HW-U-**S*N*_08302023144208_3928949
2649971,SHENZHEN HB ELECTRONIC CO LTD,HBE,HBE-AC32A01HW-U-**E**4G*,HBE-AC32A01HW-U-**E**4G*,",HBE-AC32A01HW-U-**E**#,; ,HBE-AC32A01HW-U-**E***,; ,HBE-AC32A01HW-U-**E**,; ,HBE-AC32A01HW-U-**E**4G#,; ,HBE-AC32A01HW-U-**E**4G,",,Level 1/Level 2 Dual Input,16,120,1.92,1,16,10,,,No,,,,,,,,,Yes,"Wi-Fi or Gigabit Ethernet,Cellular",4.54,6,0.35,4.63,6,0.37,10.26,12.4,0.5,39,,20,9,4.66,6,0.2,4.92,6,0.22,10.33,18.8,0.35,-63,-57,-21,8,09/04/2023,09/04/2023,"United States, Canada",ES_1148102_HBE-AC32A01HW-U-**E**4G*_08302023144320_7864953
